Customer ID,Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Customer Status
5214-CHIWJ,Male,44,No,0,0,27,Yes,21.66,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,No,Credit Card,20.3,595.05,Stayed
5214-NLTIT,Male,22,Yes,1,1,72,Yes,23.7,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,No,Two Year,Yes,Credit Card,90.8,6511.8,Stayed
5215-LNLDJ,Female,20,Yes,2,3,7,No,0,PhoneServiceUserOnly,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-7,149.05,Stayed
5216-WASFJ,Female,68,Yes,0,4,31,Yes,5.3,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.85,2633.4,Stayed
5219-YIPTK,Female,46,Yes,0,1,33,Yes,11.32,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,3409.6,Churned
5220-AGAAX,Male,60,Yes,1,8,68,Yes,2.71,Yes,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,Yes,Bank Withdrawal,24,1664.3,Stayed
5222-IMUKT,Male,40,No,0,0,32,Yes,47.3,No,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.05,2871.5,Stayed
5222-JCXZT,Male,31,No,0,0,4,Yes,20.16,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Mailed Check,19,78.9,Stayed
5223-UZAVK,Male,51,No,0,0,64,Yes,9.95,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.3,6603.8,Stayed
5226-NOZFC,Male,48,No,0,0,26,Yes,40.35,No,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.75,2146.5,Stayed
5227-JSCFE,Male,74,Yes,0,9,71,No,0,PhoneServiceUserOnly,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,46.35,3353.4,Stayed
5228-EXCET,Male,40,No,0,0,13,Yes,12.54,No,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.85,1008.7,Churned
5229-DTFYB,Female,64,No,0,0,41,Yes,10.26,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,98.8,3959.15,Stayed
5229-PRWKT,Male,47,No,0,0,8,Yes,24.76,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.55,649.65,Churned
5231-FIQPA,Female,53,No,0,0,41,Yes,2.32,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,Yes,Credit Card,19.85,810.45,Stayed
5232-NXPAY,Female,33,No,0,0,47,Yes,3.47,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,74.45,3510.3,Stayed
5233-AOZUF,Female,62,Yes,0,3,29,Yes,5.39,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,2149.05,Stayed
5233-GEEAX,Male,65,No,0,0,8,No,0,PhoneServiceUserOnly,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.4,221.9,Churned
5236-PERKL,Female,38,No,0,0,57,Yes,48.86,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.95,6465,Churned
5236-XMZJY,Female,27,No,0,0,42,Yes,22.08,No,Cable,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.65,2536.55,Stayed
5240-CAOYT,Female,30,No,0,0,57,Yes,28.27,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.55,4884.85,Stayed
5240-IJOQT,Male,69,No,0,0,1,Yes,11.34,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,74.7,Churned
5242-UOWHD,Male,24,Yes,2,3,45,Yes,39.03,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Credit Card,20.35,929.2,Stayed
5243-SAOTC,Male,36,No,0,0,54,Yes,7.64,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,4308.25,Stayed
5244-IRFIH,Male,72,Yes,0,1,33,Yes,27.78,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.5,3105.55,Churned
5245-VDBUR,Female,58,Yes,0,4,52,No,0,PhoneServiceUserOnly,DSL,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,35.45,1958.95,Stayed
5248-KWLAR,Male,31,Yes,0,1,71,Yes,18.42,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.35,6325.25,Stayed
5248-RPYWW,Female,78,Yes,1,2,72,Yes,9.88,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,90.15,6716.45,Stayed
5248-YGIJN,Male,36,Yes,0,9,72,Yes,10.92,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.25,6369.45,Stayed
5249-QYHEX,Female,27,Yes,2,2,40,Yes,33.44,Yes,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,Yes,Credit Card,24.8,1024.7,Stayed
5256-SKJGO,Female,48,Yes,0,1,64,No,0,PhoneServiceUserOnly,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,54.6,3423.5,Stayed
5260-UMPWX,Female,41,Yes,1,4,26,Yes,24.44,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,Yes,Credit Card,20.25,493.95,Stayed
5261-QSHQM,Female,31,No,0,0,4,No,0,PhoneServiceUserOnly,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.45,86.6,Churned
5266-PFRQK,Male,47,Yes,3,2,52,Yes,39.48,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,Yes,Credit Card,20.85,1071.6,Stayed
5268-DSMNQ,Female,65,Yes,0,5,62,Yes,11.41,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,97.95,5936.55,Stayed
5269-NRGDP,Male,54,Yes,2,1,42,Yes,14.8,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,73.15,3088.25,Stayed
5271-DBYSJ,Male,80,No,0,0,11,Yes,26.84,No,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,79.15,827.7,Stayed
5271-YNWVR,Male,48,Yes,0,1,68,Yes,23.67,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.15,7856,Churned
5274-XHAKY,Female,19,Yes,2,10,41,Yes,1.6,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.3,3893.6,Stayed
5275-PMFUT,Male,52,Yes,0,9,72,No,0,PhoneServiceUserOnly,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,64.8,4719.75,Stayed
5275-SQEIZ,Male,64,No,0,0,1,Yes,14.91,No,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,80.85,80.85,Churned
5276-KQWHG,Female,74,No,0,0,2,Yes,15.32,No,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,131.65,Churned
5277-ZLOOR,Female,78,No,0,0,2,Yes,5.49,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.55,187.45,Churned
5278-PNYOX,Female,49,No,0,0,49,Yes,11.11,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,100.65,4917.75,Stayed
5281-BUZGT,Male,69,No,0,0,36,Yes,23.33,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.85,3186.7,Churned
5285-MVEHD,Female,35,Yes,0,1,56,Yes,34.1,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.6,6068.65,Stayed
5286-YHCVC,Male,58,Yes,0,4,72,Yes,40.49,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.8,7470.1,Stayed
5287-QWLKY,Male,79,Yes,0,1,71,Yes,44.66,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.1,7548.1,Churned
5288-AHOUP,Male,71,No,0,0,11,Yes,41.58,No,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,78.5,874.2,Stayed
5293-WXJAK,Female,73,Yes,0,5,11,Yes,17.25,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.05,1133.65,Churned
5294-CDGWY,Male,51,Yes,0,1,51,No,0,PhoneServiceUserOnly,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,59.3,3014.65,Churned
5294-DMSFH,Female,32,Yes,2,1,29,Yes,33.62,No,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,87.8,2621.75,Stayed
5294-IMHHT,Male,44,Yes,0,6,53,Yes,32.94,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,97.75,5043.2,Stayed
5295-PCJOO,Male,44,No,2,0,4,Yes,9.77,No,Cable,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.4,184.4,Churned
5296-BFCYD,Male,35,Yes,2,4,46,Yes,14.91,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,Yes,Mailed Check,20.1,936.85,Stayed
5296-PSYVW,Female,41,Yes,0,8,72,Yes,8.98,Yes,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Bank Withdrawal,24.55,1750.7,Stayed
5297-MDOIR,Female,20,Yes,0,7,63,Yes,34.51,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,One Year,Yes,Credit Card,81.15,5224.5,Stayed
5298-GSTLM,Female,74,No,0,0,60,Yes,48.92,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,101.4,6176.6,Stayed
5299-RULOA,Female,62,Yes,2,1,10,Yes,24.48,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.25,1064.65,Churned
5299-SJCZT,Male,57,No,0,0,3,Yes,21.86,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.55,298.35,Churned
5301-GAUUY,Male,31,No,0,0,32,Yes,1.49,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,2596.15,Churned
5302-BDJNT,Male,27,No,0,0,35,Yes,45.62,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,95.5,3418.2,Stayed
5304-EFJLP,Male,72,Yes,0,4,72,Yes,16.92,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,111.65,8022.85,Stayed
5306-BVTKJ,Male,20,Yes,1,1,48,Yes,38.3,No,DSL,No,Yes,Yes,No,No,No,Yes,Yes,One Year,Yes,Credit Card,55.8,2651.2,Stayed
5307-DZCVC,Female,78,Yes,0,0,32,Yes,48.95,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.95,2628.6,Churned
5307-UVGNB,Female,40,Yes,3,5,53,No,0,PhoneServiceUserOnly,Cable,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.7,2495.2,Stayed
5309-TAIKL,Female,42,No,0,0,7,Yes,8.29,No,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.8,418.3,Stayed
5310-NOOVA,Male,51,No,0,0,46,Yes,13.42,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Bank Withdrawal,19.95,907.05,Stayed
5311-IHLEI,Male,45,No,0,0,12,No,0,PhoneServiceUserOnly,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.95,605.75,Stayed
5312-IRCFR,Female,21,Yes,3,8,64,Yes,37.47,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,92.85,5980.75,Stayed
5312-TSZVC,Female,36,No,0,0,15,Yes,23.56,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,No,Credit Card,19.65,270.6,Stayed
5312-UXESG,Female,43,No,0,0,41,Yes,29.19,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.05,3990.6,Stayed
5313-FPXWG,Male,58,No,0,0,51,Yes,34.36,Yes,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,Yes,Bank Withdrawal,24.6,1266.4,Stayed
5315-CKEQK,Male,73,Yes,2,1,28,Yes,4.71,Yes,DSL,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,51,1381.8,Stayed
5317-FLPJF,Female,25,No,0,0,66,No,0,PhoneServiceUserOnly,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,61.35,4193.4,Stayed
5318-IXUZF,Female,50,No,0,0,2,Yes,6.2,No,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.15,183.75,Churned
5318-YKDPV,Male,62,Yes,0,1,43,Yes,41.08,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,79.15,3566.6,Stayed
5320-BRKGK,Female,28,Yes,2,1,58,Yes,2.87,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,75.8,4415.75,Stayed
5321-NTRKC,Male,25,Yes,1,8,66,Yes,35.01,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.85,5234.95,Stayed
5322-TEUJK,Female,45,Yes,3,5,71,Yes,4.91,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.6,8100.25,Stayed
5322-ZSMZY,Male,26,Yes,3,7,31,Yes,7.03,Yes,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Credit Card,25.75,755.6,Stayed
5324-KTGCG,Male,55,Yes,0,5,71,Yes,44.82,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,No,Bank Withdrawal,20.85,1539.75,Stayed
5325-UWTWJ,Male,47,Yes,0,4,31,Yes,22.42,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,90.55,2929.75,Stayed
5327-CNLUQ,Male,33,Yes,0,1,48,Yes,6.1,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.9,4473.45,Stayed
5327-XOKKY,Male,79,Yes,0,7,72,Yes,11.26,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,73.45,5329,Stayed
5329-KRDTM,Male,73,Yes,0,4,72,Yes,33.68,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,77.35,5396.25,Stayed
5331-RGMTT,Male,67,Yes,0,0,54,Yes,38.48,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,99.05,5295.7,Stayed
5334-AFQJB,Male,66,No,0,0,72,Yes,2.37,Yes,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,Yes,Credit Card,25.1,1789.9,Stayed
5334-JLAXU,Female,44,Yes,0,8,60,Yes,15.54,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.1,5475.9,Stayed
5336-UFNZP,Female,65,Yes,3,7,65,Yes,19.58,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,107.45,7047.5,Stayed
5337-IIWKZ,Male,35,Yes,3,2,34,No,0,PhoneServiceUserOnly,DSL,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,1442.6,Stayed
5338-YHWYT,Male,45,No,1,0,37,Yes,49.99,No,Cable,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,61.45,2302.35,Stayed
5339-PXDVH,Male,43,No,0,0,4,Yes,31.57,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.65,367.95,Stayed
5339-TJFEK,Male,22,Yes,1,8,62,Yes,14.75,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.5,6487.2,Stayed
5343-SGUBI,Female,43,No,0,0,52,Yes,42.9,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,80.2,4297.6,Stayed
5345-BMKWB,Male,29,Yes,0,9,8,Yes,4.98,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Credit Card,20.25,158.35,Stayed
5346-BZCHP,Female,19,Yes,2,0,69,Yes,25.18,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Credit Card,19.4,1346.2,Stayed
5348-CAGXB,Male,60,No,0,0,12,Yes,33.36,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,1021.75,Stayed
5349-AZPEW,Female,40,Yes,3,3,5,No,0,PhoneServiceUserOnly,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.05,125.5,Stayed
5349-IECLD,Male,61,No,0,0,2,Yes,26.05,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.95,178.1,Churned
5351-QESIO,Male,64,No,2,0,1,No,0,PhoneServiceUserOnly,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,24.2,24.2,Joined
5353-WILCI,Female,51,No,0,0,28,Yes,44.11,No,Cable,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,56.05,1522.65,Stayed
5356-CSVSQ,Female,20,No,0,0,3,Yes,40.99,Yes,Cable,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,64.6,174.2,Joined
5356-KZCKT,Male,42,No,0,0,58,Yes,2.38,Yes,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,Yes,Credit Card,24.45,1513.6,Stayed
5356-RHIPP,Male,38,No,0,0,1,Yes,45.49,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,Yes,Credit Card,20.2,20.2,Churned
5357-TZHPP,Male,67,No,0,0,9,Yes,30.8,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.4,732.5,Churned
5360-LJCNJ,Female,37,Yes,0,4,71,Yes,10.46,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,105.15,7555,Stayed
5360-XGYAZ,Male,32,Yes,1,1,72,No,0,PhoneServiceUserOnly,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,65.65,4664.5,Stayed
5364-EVNIB,Male,61,No,0,0,13,Yes,30.88,No,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.8,973.45,Churned
5364-XYIRR,Male,44,Yes,0,1,51,Yes,21.08,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,4812.75,Churned
5365-LLFYV,Female,43,No,0,0,2,Yes,5.47,No,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,105.6,Joined
5366-IJEQJ,Male,20,No,0,0,20,Yes,5.54,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.7,1761.45,Churned
5366-OBVMR,Female,42,Yes,0,4,18,Yes,35.96,No,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.3,908.75,Stayed
5370-IIVVL,Male,26,No,0,0,37,Yes,38.72,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.5,3778,Stayed
5371-VYLSX,Female,65,No,0,0,50,Yes,47.99,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.4,4113.7,Stayed
5372-FBKBN,Female,38,No,2,0,21,Yes,8.68,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Credit Card,20.75,452.2,Stayed
5373-SFODM,Male,65,Yes,0,1,36,Yes,24.54,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.25,3132.75,Churned
5375-XLDOF,Male,24,Yes,3,7,69,Yes,37.97,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,114.35,7665.8,Stayed
5376-DEQCP,Female,48,No,0,0,1,Yes,27.12,No,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.6,70.6,Churned
5376-PCKNB,Male,35,Yes,1,5,72,Yes,17.49,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,104.45,7459,Stayed
5377-NDTOU,Female,26,Yes,0,3,71,Yes,9.5,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,91.05,6293.75,Stayed
5378-IKEEG,Female,47,No,0,0,1,No,0,PhoneServiceUserOnly,Cable,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,35.75,35.75,Churned
5380-AFSSK,Female,44,No,0,0,5,Yes,46.45,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,93.9,486.85,Churned
